id_empresa,ano,ingresos,ebitda,activos_totales,pasivos_totales,patrimonio,caja,gastos_intereses,cuentas_cobrar,inventario,cuentas_pagar
4,2023,2381683.246142735,355265.3553903924,1684983.8660323827,592753.7472529167,1092230.118779466,230498.23909173397,29642.36650668148,544904.3887306632,176541.57118986125,202836.8592198652
5,2021,3562039.7473303215,417563.9372399101,3607844.187950279,1354902.1615671427,2252942.0263831364,409167.6535272645,64082.603187765875,486438.4373375787,300896.95182534604,305204.091421813
5,2022,3432671.1254374264,395769.7919678649,3321401.1015163832,1510161.2812490356,1811239.8202673476,397564.1833321389,71479.42074667572,837856.8697173774,451473.19216482074,347115.2834440606
5,2023,3308001.0025837435,458477.34357480326,2287081.352213901,857055.7986347415,1430025.5535791595,287987.30089758313,44457.10769890997,465788.7476891031,254776.091090778,305480.29550462484
6,2021,3638553.3936347803,450745.2550573259,4267802.7631219905,2013065.2623383903,2254737.5007836,174985.6280455738,113354.37103982948,368492.4025676136,326539.36273166334,385256.2284356849
6,2022,4148118.475193833,639833.5812495365,4616148.28734509,1641702.9778129773,2974445.3095321124,259599.66765605452,85976.75025997618,971960.608374229,494083.0092801632,256933.12749371465
6,2023,4729046.140794807,708727.4725360097,2880821.1745397537,1142368.675449136,1738452.4990906178,522982.39668580453,47958.14417651434,935418.6898276801,894366.8037156533,394035.6301471943
7,2021,1828438.2426621318,198622.41492715818,1245062.9396633683,677903.5864867227,567159.3531766456,121236.03950170572,33013.84976995477,215228.2146646296,299713.0467833938,143764.14007574404
7,2022,1797597.735075031,204150.3592219641,1337001.3030015342,599380.8911131754,737620.4118883588,92383.29765146851,35477.2387280029,303197.01529688924,196072.11496109434,205713.97876821397
7,2023,1767277.4183732646,179684.11248758537,1793682.3145036416,934407.0640067696,859275.250496872,174216.43655074618,61076.7964306634,322760.8918602051,146422.2549867003,179022.7413537849
8,2021,1978227.9233328328,264475.215050013,1500878.6156584902,574757.1212027525,926121.4944557378,286428.5750054076,24752.439081837056,328775.17896361457,372084.5132287936,192057.14933774888
8,2022,2013519.821184605,327708.21646546246,1773939.2088439148,643442.7554633901,1130496.4533805246,105750.21822654699,23582.84284977637,242726.6591644209,182026.90070366624,194205.65638113933
8,2023,2049441.3320548208,226580.56105494447,1748329.5189092145,720043.0869713211,1028286.4319378934,157652.85565469778,27790.04315102144,287341.1392923848,364499.61136729794,219875.8410193503
9,2021,2482696.981456736,278017.3780900421,2033982.3307606094,1089400.3263909824,944582.004369627,257951.30065647943,66324.87294902134,302275.83757492446,387620.74972403096,270071.3162932906
9,2022,2615523.98471059,276948.5528743614,2211688.2989306482,892876.2655696342,1318812.033361014,269348.9190752092,66302.21294863462,444519.48003016855,504527.798057541,248321.40651075065
9,2023,2755457.3778804005,370002.8286388232,2217887.551821333,1063153.7317840476,1154733.8200372853,331516.84364629217,78664.28162000912,486425.9456282103,425750.2428238878,325675.2894170468
10,2021,4442131.017529881,402714.34882063424,4819701.688803441,2620342.0556889013,2199359.6331145396,484106.3888338595,188221.56623667027,463072.4905066551,292801.5584684455,404131.0084211028
10,2022,4016248.1868445985,523214.4701223754,3447958.5856602206,1384884.762438008,2063073.8232222125,241588.4986073554,83123.71790083079,706380.473730188,656097.6526169429,432797.1534528356
10,2023,3631196.251231242,451408.3441768088,3356245.2820096356,1544759.870840457,1811485.4111691786,409715.92346911796,86405.34746299166,847497.0748956073,548354.4120869879,475611.3011299113
11,2021,1839371.9832205547,152141.52941907372,1267793.5536777177,484935.24409451475,782858.3095832029,129269.61280296596,30871.4471260035,429213.323045958,156345.96635550595,230242.3463065468
11,2022,1807774.945580689,163355.18272087807,1169585.0085378007,603077.9309741042,566507.0775636965,75689.15978821745,41040.92910526806,255133.93828575173,125294.30033059529,210392.41373077102
11,2023,1776720.6871049744,213546.40704331943,2025541.9468364713,958182.0219095828,1067359.9249268887,63760.754716012554,49735.74276481241,204159.11420750196,137167.14387065405,162548.01384444739
12,2021,1301513.735286432,154980.96828683247,1127613.7981739535,563297.848222713,564315.9499512406,139529.55491740163,27368.338368730725,269279.0715687854,150870.9493264049,93820.16821175952
12,2022,1352057.390155208,182182.95528909852,1110649.9881974268,452217.51277513616,658432.4754222906,99600.88403896587,20813.024289912,244345.76495832996,155162.19778534473,101527.52859651079
12,2023,1404563.8833546392,183522.36712982669,1164713.2019038678,553967.5249556612,610745.6769482066,86212.18984161716,27344.230223095303,184419.52102847496,266591.4500841887,107697.45931419595
13,2021,2295120.594690161,259759.86353711504,2723346.384608031,1563552.4690858484,1159793.9155221824,226722.38619489674,99269.86451547586,410030.01254205924,143473.64624043333,201249.95263920975
13,2022,2348135.354645402,281290.1078094804,2758543.8759221733,1352904.6172025385,1405639.2587196347,76134.76627134041,92910.41327103332,527342.0396817742,235933.08771183278,275055.47662499535
13,2023,2402374.6972128227,262020.99919791942,1676720.0912040437,889798.8549262588,786921.2362777849,200152.3550769449,56837.18618725138,428958.12185199646,459022.0780338094,294486.7083130198
14,2021,4596493.497139541,760772.8548044473,5016000.089944184,1656128.1696633021,3359871.9202808817,260435.1396451668,60273.76042692297,691570.9266691073,381121.2932990739,259416.66275623708
14,2022,4670387.580049292,582983.2750550637,3537851.8263877067,1425010.7359149717,2112841.090472735,589858.643932674,55574.58391438377,495273.3445190918,818161.7468241167,365980.28782771464
14,2023,4745469.597956116,824451.0597721046,5490291.876510685,2510682.219323157,2979609.6571875284,427658.05584416754,99188.1050103067,525123.0753202144,440606.62865608453,425371.6166907579
15,2021,1302539.4988757041,179801.70987404333,1359817.2591864136,658654.7858762842,701162.4733101294,93912.6724952391,29992.662909414925,160996.82585088583,207615.90781957278,99905.5187001108
15,2022,1351493.8345874678,81910.36984302032,1540480.6564476138,519282.72559258755,1021197.9308550262,173678.08293844073,27910.599881584898,265937.3032995827,150099.0491898658,127889.1730426845
15,2023,1402288.058446231,136316.02801233067,921541.1889168893,321949.59330555674,599591.5956113325,107819.95053231905,13203.965419723685,333272.68114636594,235734.06299747757,100050.45488238147
16,2021,2494507.659770296,246777.56380648422,1989449.3134096705,853460.823029197,1135988.4903804734,240235.7016994295,45979.360583309935,574252.3693253472,375713.2043334408,200866.19856683898
16,2022,2513364.536807099,395142.4300187578,2108324.0969570554,944780.8060597385,1163543.2908973168,301859.73601045704,54256.76735466189,580613.2310585522,422663.4059490835,269909.99419649155
16,2023,2532363.9597327425,305934.0980854238,2956013.602654924,1287821.2889807937,1668192.3136741305,132992.69057721365,68033.52105053412,613520.0739132506,138408.98759921035,236678.6937517628
17,2021,2219074.0283534974,261481.9218881346,1776665.476515756,912336.0882140612,864329.3883016948,165698.98130459068,64432.43941192735,344625.3564486353,144033.29655511177,230961.98020392464
17,2022,2226231.1518902485,213935.2683923528,2518373.440014742,1144929.6650663142,1373443.7749484277,137427.24281686023,68956.32651595061,453375.2260585042,252336.59421595788,243178.0374642935
17,2023,2233411.3591171633,208878.56408481937,1375957.4393206642,570994.2549184979,804963.1844021663,234155.3110877959,40101.18083249147,513805.3825965256,348591.76608180424,295308.65602822514
18,2021,4411622.021747768,493438.2985985043,4905189.775470843,2626940.9052761965,2278248.870194646,288967.4623166577,162760.97171949412,830404.1147697505,220704.43665685944,362511.5799748612
18,2022,4254979.358681597,533898.8096981012,3426595.716441325,1809667.8946218956,1616927.8218194293,418540.4656547638,116924.60468574883,913025.5347101336,272134.2858627296,485945.75844874594
18,2023,4103898.578245329,501494.80394458567,3004356.023305816,1390634.757862822,1613721.2654429942,222155.48257592213,72784.30323008652,868870.3148577487,484280.38561502576,432509.3953248703
19,2021,4597380.575548223,298530.55703631224,3896206.82779198,2035533.358402801,1860673.469389179,303438.8921274487,178598.21592513152,696204.5444729181,741164.2619077378,611997.6955572292
19,2022,4305933.338273609,297798.9319713472,3192506.091707325,1800267.964000295,1392238.1277070302,350238.3122074004,139227.85052767996,794554.061290044,406957.1851620067,684971.6671488388
19,2023,4032962.163774127,312329.7866809605,3942930.4447099944,2547616.8558750143,1395313.58883498,250949.70520306626,227830.0259113024,457749.6525161027,799461.0631747069,587560.4494419225
20,2021,3319759.5239330246,344349.77690941223,3948969.232204422,1483443.2797577076,2465525.952446714,439167.5930774276,56805.77116145449,730976.6781510604,599009.6868259928,242256.06241383814
20,2022,3334985.8097413545,370281.5078177918,2745022.3397155963,988977.0121306562,1756045.32758494,287566.57112130744,55974.864035886116,390272.32665166794,513407.2032383897,225221.46144986505
20,2023,3350281.9318669974,469478.74423601426,2320177.3148177587,1200364.427155435,1119812.8876623237,454463.4799717818,68229.3222706481,776469.1570977985,361455.1617429364,281485.63378766435
21,2021,2255560.287838581,193920.4794618836,2652618.4065912436,1236067.8892485416,1416550.517342702,151393.64296016181,85669.25651727986,343137.56206698134,255385.32549158024,253299.42118705172
21,2022,2432500.1485107443,322113.5916107229,2080762.3253626004,888196.5409054636,1192565.7844571369,232808.5107368014,47967.141841944824,469064.9079871376,356080.9888423971,274503.58288162143
21,2023,2623320.2474826723,202933.6114645272,2197797.9997343062,956949.0242880578,1240848.9754462484,295005.0638160898,62131.992691395244,534411.3513512025,513376.5342494368,328556.4107738028
22,2021,2716642.149813298,157532.4653225637,2505336.860814877,1388215.6354434418,1117121.225371435,147094.75455041733,126137.39989343664,601107.946005399,437092.3714190417,390490.9997150543
22,2022,2626858.84451875,89053.90881615577,1747259.979520818,1193051.3586049918,554208.6209158262,259881.8120743823,110140.56009983263,305731.5576290124,410205.05813584756,422702.5284113116
22,2023,2540042.8206934114,93174.03704376747,2288814.434019456,1574803.9012520805,714010.5327673757,160710.10949827122,161524.62949183048,504614.8418999389,387973.7017815695,435908.89576323255
23,2021,3312750.3387903385,361735.8814931889,2032026.6213746243,822238.9822016944,1209787.6391729298,255218.3116065649,57836.7181673171,682704.7147476524,356893.94271674723,365820.6205827749
23,2022,3127379.7026103223,211438.3594236353,3354476.643019377,1741807.5098199127,1612669.133199464,361104.3435414298,128693.81295149022,604975.8236287785,611347.2124428852,282565.1277381044
23,2023,2952381.7988259294,318356.21278158337,1941671.9250297958,857330.6545412401,1084341.2704885558,190358.2526658677,48554.98345173367,612307.5223765229,302369.11748851364,280131.55279595876
24,2021,1858970.3580401712,57890.71681549417,2176313.8042758727,1213935.4274181505,962378.3768577222,146014.9523922366,100338.00746942524,283373.48330335924,281522.34557801025,258347.82135927703
24,2022,1770882.8508768776,177032.57236965952,1201866.0231709878,645605.6450215,556260.3781494879,16362.611022297977,57135.54096231179,290178.3741335166,200800.34020310148,251174.23208685708
24,2023,1686969.3795634205,87934.23565688709,1037868.9567922613,610330.2088701836,427538.7479220778,117933.71593773394,59206.93198581028,419901.9964464482,195530.2757105515,294543.51330657443
25,2021,4665487.977600323,587969.1638183717,3427120.1302404446,1701397.8845387632,1725722.2457016814,540961.7792862714,100260.06696853462,508072.2622495127,536322.1600337705,384506.07281872997
25,2022,4800491.793497742,664025.439422548,4409216.588454939,1992407.3538487514,2416809.234606188,271885.9691067721,116120.53683081108,714059.9999725696,523168.4723889972,363004.70058899
25,2023,4939402.1740234215,584606.8323324869,4086105.0317802094,1593403.6414763646,2492701.3903038446,433594.1381737419,89422.953151288,1119021.1673404605,700642.2469630417,453554.96882207325
26,2021,3409130.7021166035,476434.705064638,2254108.991229854,962571.2905724541,1291537.7006573998,174291.6332396462,38905.57787450852,660913.9888144332,653999.4236127615,216391.89453163595
26,2022,3547327.6518139523,342537.50100764947,3091473.6486436496,1048621.2940027989,2042852.3546408508,431986.3580559132,54441.96021072013,851893.2729404457,530648.5319260021,345904.487160301
26,2023,3691126.732545407,566284.3317326875,3497191.6538699022,1592588.9113600906,1904602.7425098117,204456.37563778926,66583.54075296427,499826.2072764912,522228.12602529215,328068.45442168554
27,2021,2290983.433948349,220934.5852145564,1566091.7128079864,809116.019223246,756975.6935847404,158577.48985118564,43687.36850903873,291555.84076437826,253135.4293666299,191269.81913007787
27,2022,2398252.199940062,180713.95800468445,2285409.323929437,1222638.2942540497,1062771.0296753873,129670.57926400348,68669.93733264969,409648.5370693391,291205.507645559,263279.1919087508
27,2023,2510543.5199960596,265630.61266438646,2553631.3085249374,1058297.536677943,1495333.7718469943,127963.30613096629,64057.37633770522,449082.1649972499,218827.58417925812,237489.95400317947
28,2021,3530585.969764263,207337.16249182238,4216728.602140626,2191561.5803364054,2025167.0218042205,165435.78500970878,183384.85955117818,809118.3083340555,323878.54946299386,457730.1924741051
28,2022,3897527.68708043,275675.22191187926,4117179.9226335287,2453344.067581178,1663835.8550523506,89094.5618977344,208067.50849936018,967626.5598759261,734531.1471501896,571710.2947311914
28,2023,4302606.479958569,503776.5150297978,4102051.081344667,2401275.0738661196,1700776.0074785473,475134.1790952562,182524.74731906614,631200.8658459595,475318.4514864893,667255.3155443693
29,2021,3996770.2056119167,242401.59252042638,3721030.514008412,1720048.6365057677,2000981.8775026444,463811.2226529742,111093.64118334753,614025.9504061867,676528.4856397915,500843.61012084543
29,2022,3909670.8863991457,498644.7690842805,2401369.8703998807,974659.6093419321,1426710.2610579487,446651.0230294219,57574.02265141589,744271.6855640694,541918.4955065333,392306.68805661227
29,2023,3824469.6726608095,318494.8332415957,3256206.3482186883,1643542.3805634324,1612663.967655256,439287.14348699444,122229.26609450123,432109.64520590456,437375.5489413136,396986.8467389721
30,2021,4151396.2907729633,557671.9958389623,4250805.772072484,2208137.5318514057,2042668.240221078,439465.59808331914,136293.44949253363,752226.6793084042,377036.4969514282,512747.4283158544
30,2022,3972878.219101736,309503.6995066419,3103921.1362430863,1527038.9592420855,1576882.1770010008,166768.1532013148,84505.40844500795,483476.67984230217,574024.5010027757,492519.6543068173
30,2023,3802036.7698681313,404857.2118529583,4556594.840594503,2110581.5792908864,2446013.2613036167,459478.3419887811,154277.24556587482,859864.5114373723,407019.5645111418,326463.63058665517
31,2021,3031886.6742686825,411353.848060062,3399325.3770117974,1165769.2423982993,2233556.134613498,333385.1369032632,45087.79506394315,491601.8904275808,365291.0186761635,256262.29529356313
31,2022,3059229.750213793,394625.5239753297,2504479.926441875,805934.1326939956,1698545.793747879,183307.6746542099,36997.1752684626,584015.1136605776,459621.2244977374,180978.07620646287
31,2023,3086819.4197431845,279967.1538855885,3360863.201217681,1565035.8510790966,1795827.3501385846,377898.4462365213,82734.3546293034,732742.0758406206,452562.4159860434,248740.22763935072
32,2021,4270616.153176705,496514.0161557851,3024034.34054279,1374149.7473485738,1649884.5931942163,375809.51742130157,72342.23716222128,759851.4930107426,606848.35377318,425776.2557213088
32,2022,4267455.223291876,646632.4686178337,3122620.8639165238,1188443.9132116982,1934176.9507048256,480431.6518238392,56833.383745636296,606300.5500326165,328231.8166098373,398172.80385308014
32,2023,4264296.632993977,489249.2554371937,5053619.324744809,2460330.0487209936,2593289.276023816,418436.665597225,134085.363724745,608730.5224994599,780697.6533032154,320870.86408231984
33,2021,3942219.2977728294,604770.1108400441,3675306.1053219074,1343321.9409361652,2331984.1643857425,374658.3758426632,49950.10304399502,540144.3821519577,631974.1650086094,338349.7690458972
33,2022,4280222.731755702,663529.1687825775,4202721.406870452,1812626.5955597204,2390094.8113107313,304140.7703315275,98536.66447597685,629082.5672512812,225715.9344755975,296695.9510188146
33,2023,4647206.370226123,643420.5723604285,2815539.64746257,1225852.731142478,1589686.916320092,650972.0621687551,58541.72968639696,609063.2305540193,277096.1393513801,403708.80375045765
34,2021,3741794.615513723,201343.63522264626,3071044.27328172,1747138.744244012,1323905.529037708,366668.3740207284,137631.77345412815,541901.5697182346,348311.7052056591,639031.5293591943
34,2022,3705911.339246792,251237.5426422525,2626488.823804597,1735653.284360657,890835.5394439399,182062.73820886415,148414.9606187572,558012.0092263265,268820.633228516,533816.0192556015
34,2023,3670372.1784773576,230389.08282755813,3199470.723007613,1815691.8300143925,1383778.8929932204,127444.27248796824,172459.49075171625,842184.418951591,493326.3016745222,577061.0478238221
35,2021,4643919.4950733725,607448.3934947758,3339001.12795679,1480196.20754126,1858804.92041553,243007.4328470138,75392.77464436073,499153.6284584098,250065.1834967406,500156.5872481756
35,2022,4737598.436374329,497538.52520846407,4432649.5188079355,1868870.4272575185,2563779.0915504172,519781.9028950196,102976.94469448715,869663.6507440807,466173.3783960606,290939.83940752887
35,2023,4833167.1055339575,620322.5457281107,4119362.329528237,2126023.378305929,1993338.9512223084,500301.37446859403,104044.36998357312,948306.6539368108,635315.5495334167,380789.5929191225
36,2021,2844058.6691695563,455985.95550674153,2017928.481408452,1124135.5132796802,893792.9681287718,292473.87714601203,75015.21165453769,441106.585568169,387872.855707199,310495.39974927914
36,2022,3060639.579277446,359971.15415950323,3447686.110008855,1480008.5505315138,1967677.5594773411,402204.3198527656,83990.63132053388,585960.7549659458,609020.5753311808,303974.0037294239
36,2023,3293713.570604669,358057.4806406259,3929344.3073388436,1976776.2659563466,1952568.041382497,330417.1407344731,128626.24450655821,718643.9797231749,633059.4181400002,366932.4365649869
37,2021,2004254.012923266,234478.71375877838,2359769.8136752634,1171194.7245096893,1188575.0891655742,206451.10580406894,65485.51235941872,462020.37877482845,208315.0172648485,205122.5640238472
37,2022,1974935.1817532603,301338.75574370404,2350770.965933701,928272.0595532865,1422498.9063804145,141460.3898481006,38579.28315754132,362008.9682771942,365759.4448976542,176923.9830439308
37,2023,1946045.235273335,263446.5066506009,1229908.0128991911,535393.1368745839,694514.8760246072,258168.57437765488,26545.30319730071,412491.5939010593,341551.0148344815,133202.1034485868
38,2021,2715815.365338792,332534.20035234554,3028334.144060648,1477760.7087142784,1550573.4353463696,210076.5437266134,76664.4194049291,561850.2416716011,335984.6773073011,180941.72855737398
38,2022,2830682.36053973,387001.420012676,2670885.364417539,977988.5210106057,1692896.8434069334,315039.6532196907,51874.540751786015,330390.16454594856,321985.71435998415,308301.9776183675
38,2023,2950407.7223125966,431285.66335280804,3159580.1680743177,1139896.2106260422,2019683.9574482755,208334.23792122828,64841.54936973048,330793.8157603106,543215.5025929492,190624.78315297083
39,2021,3377693.338841655,382603.00887203735,3110260.7122267243,1559867.6102515608,1550393.1019751634,236571.74055154444,105227.83401993339,675778.4453207738,473727.79722415947,365962.0418772612
39,2022,3401946.2124266084,312541.2832110677,3224048.429181276,1875960.6219948742,1348087.8071864017,207845.74765803386,117666.64511998545,369569.63119366503,213626.32185238675,324011.73327589745
39,2023,3426373.2290784777,365038.0379492142,2615933.815045922,1527754.4730618093,1088179.3419841127,249470.96342656395,100829.16883120144,633282.5246312317,426763.06101683114,360643.2303601555
40,2021,2784566.9664399046,298100.70380369603,3284919.515070359,1245921.683274151,2038997.8317962082,345522.72581713524,52040.40511633654,441954.77710949804,436839.2856318649,297808.4689737205
40,2022,3037612.299303718,371437.6736939054,2933686.6679448355,1167873.1847513507,1765813.4831934848,198128.0906683376,65350.47211075004,731631.0401822343,596602.9742828194,333031.52284606063
40,2023,3313652.9277577912,414506.99706619745,3102974.9518882916,1211519.4463139884,1891455.5055743032,276484.29648662993,52098.34291170224,489241.0909302492,546597.591755198,356926.21406633855
41,2021,3279873.309219057,422676.26260713773,3729258.9536262928,1539559.4413558617,2189699.512270431,376798.7677541599,75375.32661445695,483568.46988222736,256537.68266574526,263620.4064629401
41,2022,3264864.209145095,525306.4712439363,3640282.3401651937,1153046.9332604832,2487235.4069047105,417635.02848575613,42874.68877827812,378455.00799673755,308614.648585937,191334.5643890832
41,2023,3249923.7925426555,347409.11269130337,2895399.7543778415,1422481.1605034543,1472918.5938743872,442465.7853478177,66463.35977276426,372715.47297735495,381998.08148412546,224419.10279802646
42,2021,4911625.247809948,192255.71444172115,5417673.452841876,3679033.4805396376,1738639.9723022385,369510.7536134094,359971.3049820721,920152.4301680932,599410.3046730866,792022.3554734639
42,2022,4781987.998033935,223127.30962466888,3567064.0263793995,2054825.4536487542,1512238.5727306453,182905.9978235118,198575.9345091426,796179.7476986474,896484.670203538,689372.2429349254
42,2023,4655772.388892452,339199.1616197178,3492896.5686933943,2525672.1781601002,967224.3905332941,254869.59432149105,250689.83565514674,1136725.6761830938,713416.2102826711,752207.8413501987
43,2021,2459891.692355317,285587.6224779132,2593157.198401525,973430.9528828054,1619726.2455187198,111469.50638298847,43918.463024494784,511206.43072729977,489547.238983188,180695.33552350834
43,2022,2583395.5595811084,382090.5244070056,2483762.27360631,1067429.6799355117,1416332.5936707985,347461.2757483143,53167.53636189432,472869.01621793216,143877.2811155815,243891.67516876708
43,2023,2713100.189737694,350615.8531466046,2577600.471371172,1279964.6578350123,1297635.8135361597,276227.8231646867,67638.44461572538,386013.7128576368,197522.48469426986,248213.87172110064
44,2021,3931178.8183800946,369665.1109926421,4261704.26447696,1876077.932654501,2385626.3318224587,277165.978658103,137843.56410641677,513274.9635287045,375452.1391315395,539332.3554765698
44,2022,3902670.1306361626,222500.640658083,2957772.572843771,1201176.0475647382,1756596.5252790328,311112.1310438464,88417.58189148377,539939.4423066906,549873.1749177583,358096.7352968902
44,2023,3874368.186292729,392942.4848873389,3614414.951334093,1543819.075166904,2070595.8761671893,490997.8953148277,106750.65975564091,673556.8544103161,448512.4126804341,365584.0540588432
45,2021,3882235.362516196,535384.9973078424,3649508.9640891193,1332875.9251790703,2316633.038910049,252814.0844674531,48913.3126193609,800972.6352333899,650265.9417922711,348323.0068163704
45,2022,4299769.247617334,783551.6555200197,2818368.426418033,1106874.427240989,1711493.999177044,482242.74310870055,58137.777293607345,847998.3911570183,270234.1300110876,345054.4883008792
45,2023,4762208.845259986,663743.7039038746,3956869.695017802,1997786.7252595923,1959082.9697582098,608569.6362972318,97775.50089481316,626815.6383685372,310984.55426447414,485267.1700363054
46,2021,3010036.4400484185,164279.68922859177,2787768.4271563184,1998784.514551426,788983.9126048924,23415.920164695854,184114.10411795625,451046.9309564031,203167.05649706585,436874.8624366943
46,2022,2825799.245553485,217199.34327196804,2229409.857098747,1388917.7146399433,840492.1424588037,45091.5803698589,148310.69924656162,501809.5507816699,280918.32239608385,456364.65017173695
46,2023,2652838.7729559178,98142.52527012026,2290994.511526997,1459515.425023575,831479.0865034221,145545.34537830204,146904.8844537037,377340.9536137739,438015.308893172,419232.1730028037
47,2021,4413013.180683921,592761.3109226475,3372415.6864259616,1168653.198534283,2203762.4878916787,481923.7510677819,49380.32967088217,705792.0082456578,415467.19725589827,327162.7198084517
47,2022,4349521.22520524,574339.0281018867,5160596.747105266,2485881.6769841346,2674715.0701211314,590496.5570359359,104276.93129686688,440792.52370516723,434509.53486678615,306372.5566823602
47,2023,4286942.75632754,493658.977005723,5109990.436933515,1872418.786304963,3237571.650628552,343333.5004912736,71428.75696887709,878994.9828982333,528020.3585874423,289310.7577984027
48,2021,2075371.4140020732,318778.7416606226,1626557.9405791396,525217.5082289418,1101340.4323501978,280334.0376329383,22854.36855637588,385076.79193669703,223153.47159985863,180304.2640712859
48,2022,2250985.9403696298,338566.43131970207,2150440.430922091,774119.7677584237,1376320.6631636673,203589.06095074993,28919.647265042502,536229.7745551454,276981.8711125464,188631.26910974743
48,2023,2441460.6800287575,410594.3063275854,2756187.3795610927,1132011.8833829374,1624175.4961781553,350335.7517731277,55061.698996743246,569891.4896707725,336772.2931625475,167969.82373350175
49,2021,1682804.3908012658,169987.41885587125,1597087.2807391079,845872.2259668874,751215.0547722204,68634.14870875262,70528.0889660531,237959.04620679797,112382.64169647545,197756.87335224103
49,2022,1636354.8538775975,168473.05566389437,1536489.9748312104,973416.7352367435,563073.239594467,93327.37779488487,80125.89883782933,355789.23514420027,159155.0075131066,223696.86642827097
49,2023,1591187.438329543,125075.43061803625,1143533.046944687,720689.9561672751,422843.0907774118,44005.43711979021,48376.63567145032,291247.884092141,154328.63460462945,209202.5192640725
50,2021,2186212.9026453514,134275.22640516367,1459740.5182313353,693159.6715658761,766580.8466654592,91845.54673334886,55338.64298262341,469422.93841279676,187606.10279350073,230455.81015578005
50,2022,2182726.4593478874,270655.6305152529,2335868.041973866,1214412.7849256399,1121455.2570482262,258030.6071166738,83454.09638989205,413627.91561488743,129501.7329876897,266491.2972041941
50,2023,2179245.5760244094,262965.33766597346,1466806.9116040387,722620.9571189615,744185.9544850772,186514.64599278057,55623.16497948949,326820.68804175657,277518.088348016,279988.3392728455
51,2021,1043073.27332456,113732.42939262414,701601.40544995,287640.3809902996,413961.0244596504,93778.25977130687,14416.140848868243,153610.4821542001,109029.00851935234,63448.95169278412
51,2022,1120864.359278095,120181.10699732497,1112492.3643884035,427075.27828122315,685417.0861071803,117953.28046894672,18124.07377143674,211205.07368364677,165566.31832847482,87500.53672057197
51,2023,1204457.00606977,162182.49158550904,726968.2453323712,252117.70426992662,474850.54106244456,122015.7157322577,9675.39790507884,174234.0562479036,103435.84780830632,118597.92629837114
52,2021,2025728.6957541774,330188.46042820043,1791750.9886746702,949224.1599826637,842526.8286920065,203741.61015773483,56540.316282147156,321067.1060334086,268142.88183076266,144072.31525921525
52,2022,2311116.049762489,247266.2485223425,1415977.2937069268,712609.2726770247,703368.021029902,320208.2310565499,44602.80119238342,449131.71695745026,387629.73095440783,188932.01062447447
52,2023,2636709.1539280503,278852.71618019027,2752942.78474486,1046040.283446977,1706902.5012978832,179877.2236163418,49063.45820155815,365914.2052028105,176028.99549315855,212133.01707652738
53,2021,3484899.989548323,383754.36707917054,4025772.264215582,1916031.9902260052,2109740.273989577,350606.1860591849,119753.90695124047,615982.327494134,252091.75936592178,442327.11321657785
53,2022,3333483.4763779417,327882.90530298266,2940479.684819029,1756613.5279771774,1183866.1568418518,254667.0300618581,129806.21865420169,755741.3868397538,417803.8900590127,317583.14583800075
53,2023,3188645.906801189,362117.56549511454,2721160.2889006482,1333659.5705056605,1387500.7183949878,338936.5503529465,94147.5826407701,357467.4488422845,335195.3647414322,288615.81531271205
